 Site,Site code,DecdegS,DecdegE,Country,Province or district,RFZ,Biome,Stratigraphic context,Dating technique,Material dated, Species,Lab ID,Date,Uncertainty,Archaeological Period,Archaeological Sub-chronology,Sample context,Site Type,delta 13,refcode,Notes
Elandsberg ledge,EBL,-24.71,27.70,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77933,243,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Elandsberg ledge,EBL,-24.71,27.70,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77934,373,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Emambeni Shelter,EMM,-26.433,31.053,Swaziland,Manzini District,S,Grassland Biome,Mid-lower levels,conventional 14C,bone,,Y-1998,3590,120,LSA,,,rock shelter,,stuiver1969nrm,
Emberton Way,EMW,-29.703,31.101,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 2, BS Spit 1 (Hearth)",conventional 14C,charcoal,,Pta-2879,1050,60,Iron Age,,,midden,,horwitz1991smi,Ntshekane facies
Emberton Way,EMW,-29.703,31.101,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 2, BS Spit 1 (Base)",conventional 14C,charcoal,,Pta-2880,1130,40,Iron Age,,,midden,,horwitz1991smi,Ntshekane facies
Emberton Way,EMW,-29.703,31.101,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 3, Beach Sand",conventional 14C,charcoal,,Pta-2881,1270,60,Iron Age,,,midden,,horwitz1991smi,Ndondonwane facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 2. Spit 4,conventional 14C,charcoal,,Pta-1847,1650,50,Iron Age,Early Iron Age ,,settlement,,hall1980ezc,Mzonjani facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 2, Spit 1",conventional 14C,charcoal,,Pta-1848,160,45,Iron Age,,,settlement,,hall1980ezc,Nqabeni facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 2 Spit 6,conventional 14C,charcoal,,Pta-1977,1540,60,Iron Age,Early Iron Age ,,settlement,,hall1980ezc,Mzonjani facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer B,conventional 14C,charcoal,,Pta-2485,300,50,Iron Age,,,settlement,,hall1980ezc,Nqabeni facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer B,conventional 14C,charcoal,,Pta-2537,90,50,Iron Age,,,settlement,,hall1980ezc,
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,Stratum 1a upper,conventional 14C,charcoal,,Pta-2452,2390,60,LSA,,,rock shelter,-24.0,vogel1986prd,
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,"Stratum 1a, base",conventional 14C,eggshell,Struthio camelus,Pta-2495,7480,80,LSA,,,rock shelter,-5.2,vogel1986prd,
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,Stratum 2a,conventional 14C,geological carbonate,,Pta-2741,>49700,,MSA,,,rock shelter,-0.2,vogel1986prd,Tufa
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,52 cmStratum 1b upper,conventional 14C,eggshell,Struthio camelus,Pta-2789,5060,60,LSA,,,rock shelter,-6.5,vogel1986prd,
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,52 cmStratum 1 b upper,conventional 14C,eggshell,Struthio camelus,Pta-2791,5460,70,LSA,,,rock shelter,-6.2,vogel1986prd,
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,Stratum 2b,conventional 14C,bone,,Pta-4051/57,10800,270,LSA,,,rock shelter,-13.7,vogel1986prd,"considered min date, as collagen very degraded"
Equus Cave,EQC,-27.617,24.633,South Africa,North West Province,S,Savanna Biome,Layer 2b,conventional 14C,,,Pta-4409,16300,160,LSA,Robberg,,rock shelter,,beaumont1990w,
Eros Shelter,ERO,-22.550,17.083,Namibia,Khomas District,W,Desert Biome,B 1541/B2ii,conventional 14C,charcoal,,GrN-5296,345,30,,,,rock shelter,,vogel1970grd,
Eros Shelter,ERO,-22.550,17.083,Namibia,Khomas District,W,Desert Biome,B 1541 /B2iii),conventional 14C,charcoal,,GrN-5297,1735,45,,,,rock shelter,,vogel1970grd,
Esikhunjini,EKJ,-25.45,29.67,South Africa,Mpumalanga,S,Grassland Biome,,conventional 14C,charcoal,,Wits-2408,190,70,Iron Age,Later Iron Age,,settlement,,schoeman1998mcu,mfecane period
Esikhunjini,EKJ,-25.45,29.67,South Africa,Mpumalanga,S,Grassland Biome,,conventional 14C,charcoal,,Wits-2409,30,70,Iron Age,Later Iron Age,,settlement,,schoeman1998mcu,mfecane period
Esikhunjini,EKJ,-25.45,29.67,South Africa,Mpumalanga,S,Grassland Biome,,conventional 14C,charcoal,,Wits-2410,180,70,Iron Age,Later Iron Age,,settlement,,schoeman1998mcu,mfecane period
Esikolweni,ESK,-29.047,29.357,South Africa,Kwazulu-Natal,S,Grassland Biome,plant fibres in painting,AMS,plant remains,,OZB-127U,330,90,LSA,,,rock art,,mazel1997ard,
eSinhlonhlweni,ESN,-28.842,30.166,South Africa,Kwazulu-Natal,S,Savanna Biome,"Ash 1, Layer 3",conventional 14C,charcoal,,Pta-3581,330,45,,,,rock shelter,,mazel1986mse,
eSinhlonhlweni,ESN,-28.842,30.166,South Africa,Kwazulu-Natal,S,Savanna Biome,"Ash 1, Layer 3",conventional 14C,charcoal,,Pta-3584,170,50,,,,rock shelter,,mazel1986mse,
Etemba Shelter,ETM,-21.450,15.650,Namibia,Erongo Region,W,Desert Biome,"Shelter 2, 52-56cm",conventional 14C,charcoal,,KN-I-465,1930,50,LSA,,,rock shelter,,freundlich1980rm,
Etemba Shelter,ETM,-21.450,15.650,Namibia,Erongo Region,W,Desert Biome,"Shelter 14, 10-15cm",conventional 14C,charcoal,,KN-I-467,420,60,LSA,Ceramic LSA,,rock shelter,,freundlich1980rm,
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-460,2940,45,LSA,Ceramic LSA,,rock shelter,,freundlich1980rm,Unreliable stratigraphy
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-461,2910,45,LSA,,,rock shelter,,freundlich1980rm,
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-729,230,50,LSA,Ceramic LSA,,rock shelter,,freundlich1980rm,
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-730,2840,55,LSA,,,rock shelter,,freundlich1980rm,
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-731,2150,60,LSA,,,rock shelter,,freundlich1980rm,
"Fackeltrager Shelter, Omandumba",FCK,-21.567,15.350,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,charcoal,,KN-I-732,2190,40,LSA,,,rock shelter,,freundlich1980rm,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 2 - BbMAC,conventional 14C,charcoal,,Pta-4809,4420,60,LSA,,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 1,conventional 14C,plant remains,,Pta-4811,670,50,LSA,Final LSA,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 3 - CBA,conventional 14C,charcoal,,Pta-4816,10810,100,LSA,,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 4 - ABS,conventional 14C,charcoal,,Pta-4817,11550,120,LSA,Robberg,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 5 - DBS2,conventional 14C,charcoal,,Pta-4822,16500,160,LSA,Robberg,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 2 - MAC,conventional 14C,charcoal,,Pta-4954,2510,60,LSA,,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,Layer 2 - MAC,conventional 14C,charcoal,,Pta-4955,2000,70,LSA,Final LSA,,rock shelter,,manhire1993ref,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-4964,2150,70,LSA,Final LSA,,rock shelter,,sealy1992dca,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-4965,2090,60,LSA,Final LSA,,rock shelter,,sealy1992dca,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-4967,2130,45,LSA,Final LSA,,rock shelter,,sealy1992dca,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-5281,2130,60,LSA,Final LSA,,rock shelter,,sealy1992dca,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-5283,2000,50,LSA,Final LSA,,rock shelter,,sealy1992dca,
Faraoskop,FRS,-32.1253,18.6144,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,bone,Homo sapiens,Pta-5284,2110,70,LSA,Final LSA,,rock shelter,,sealy1992dca,
Ficus,FCS,-24.15,29.17,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Wits-780,390,50,Iron Age,Later Iron Age,,settlement,,moore1981mvc,Icon facies
Ficus,FCS,-24.15,29.17,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Wits-781b,1080,40,Iron Age,Early Iron Age,,settlement,,moore1981mvc,
Ficus,FCS,-24.15,29.17,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Wits-782,1400,40,Iron Age,Early Iron Age,,settlement,,moore1981mvc,Mzonjani facies
Ficus,FCS,-24.15,29.17,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Wits-787,460,50,Iron Age,Later Iron Age,,settlement,,moore1981mvc,Icon facies
Ficus,FCS,-24.15,29.17,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Wits-888,1115,50,Iron Age,Early Iron Age,,settlement,,moore1981mvc,
Florisbad,FRB,-28.767,26.067,South Africa,Free State,S,Grassland Biome,,conventional 14C,,,Pta-1125,10000,100,LSA,,,open site,,kuman1986fim,
Florisbad,FRB,-28.767,26.067,South Africa,Free State,S,Grassland Biome,Layer C,conventional 14C,,,Pta-3643,11700,110,LSA,,,open site,,kuman1986fim,roots
Fort Troje,FTJ,-25.500,28.600,South Africa,Gauteng,S,Savanna Biome,,conventional 14C,,,Wits-1463,500,80,LSA,Ceramic LSA,,,,wadley1987lsh,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-2720,1790,50,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-4413,1980,50,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-4414,2110,60,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-4416,800,50,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,plant remains,,Pta-4419,1790,80,LSA,,,rock shelter,,smith1995ega,pastoralist
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-5871,2090,45,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-5872,2300,50,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-5873,2040,50,LSA,,,rock shelter,,smith1995ega,
Geduld,GLD,-20.17,15.50,Namibia,Kunene Region,S,,,conventional 14C,charcoal,,Pta-5875,1970,40,LSA,,,rock shelter,,smith1995ega,
Geelbekfontein 69,GBF69,-30.367,25.000,South Africa,Northern Cape,S,Grassland Biome,,conventional 14C,plant remains,,Pta-5943,360,50,LSA,Ceramic LSA,,,,sampson1995rcl,Rocker Stamp; fibre temper
Gehle Shelter,GEH,-29.130,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,1,conventional 14C,charcoal,,Pta-3242,1280,50,LSA,Ceramic LSA,,rock shelter,,mazel1984gsr,
Gehle Shelter,GEH,-29.130,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,1,conventional 14C,charcoal,,Pta-3243/-1381,750,50,LSA,Ceramic LSA,,rock shelter,,mazel1984gsr,
Gehle Shelter,GEH,-29.130,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,3,conventional 14C,,,Pta-3245 ,4330,60,LSA,Wilton,,rock shelter,,mazel1984gsr,
Gehle Shelter,GEH,-29.130,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,2,conventional 14C,,,Pta-3585,5690,70,LSA,Wilton,,rock shelter,,mazel1984gsr,
Glen Elliott Shelter,GES,-30.633,25.500,South Africa,Northern Cape,S,Grassland Biome,Level 3,conventional 14C,charcoal,,GX-1295,235,80,,,,rock shelter,,sampson1970sic,
Glen Elliott Shelter,GES,-30.633,25.050,South Africa,Northern Cape,S,Grassland Biome,Excavated,conventional 14C,plant remains,,Pta-3401,540,180,,,,rock shelter,-14.8,bollong1993ddi,fibre temper
Glen Elliott Shelter,GES,-30.633,25.050,South Africa,Northern Cape,S,Grassland Biome,Base of ceramicSequence,conventional 14C,plant remains,,Pta-3402/75,1120,70,,,,rock shelter,-19.3,bollong1993ddi,fibre temper
Glen Elliott Shelter,GES,-30.633,25.500,South Africa,Northern Cape,S,Grassland Biome,Level 3,conventional 14C,charcoal,,SR-121,90,90,,,,rock shelter,,sampson1970sic,
Gobabeb,GOB,-23.550,15.000,Namibia,Erongo Region,S,Desert Biome,Charcoal from hearth covered by 5cmSand,conventional 14C,charcoal,,Pta-2596,12800,140,LSA,,,,,vogel1981prd,
Goedgeloof C1/M1,GGL,-34.133,24.800,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,Pta-4066,2890,40,LSA,Final LSA,,shell midden,,binneman2005ara,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5213,600,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5507,720,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5508,900,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5510,540,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5511,380,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5512,740,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Goergap 113 KR,GRG,-24.100,28.467,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5653,250,50,LSA,Final LSA,,rock shelter,,vanderryst1998wpn,
Gokomere Tunnel Site,GTS,-19.96,30.78,Zimbabwe,Masvingo Province,S,,,conventional 14C,,,SR-26,1420,120,Iron Age,Early Iron Age,,settlement,,huffman1976gpt,Gokomere facies
Good Hope Shelter,GHS,-29.656,29.427,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 3,conventional 14C,charcoal,,Pta-1480 ,7670,55,LSA,Wilton,,rock shelter,,cable1980esu, (described as Oakhurst by Wadley 2000)
Good Hope Shelter,GHS,-29.656,29.427,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 2,conventional 14C,charcoal,,Pta-838,2160,40,LSA,Ceramic LSA,,rock shelter,,cable1980esu,
Gordon's Bay,GRD,-34.156,18.865,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,charcoal,,GrN-4372,2700,40,LSA,,,shell midden,,derricourt1973rcs,
Gordon's Bay,GRD,-34.156,18.865,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,charcoal,,GrN-4373,2980,60,LSA,,,shell midden,,derricourt1973rcs,
Gordon's Bay,GRD,-34.156,18.865,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,charcoal,,GrN-4374,3220,55,LSA,,,shell midden,,derricourt1973rcs,
Gordon's Bay,GRD,-34.156,18.865,South Africa,Western Cape,W,Fynbos Biome,SAM-AP-1443,conventional 14C,bone,Homo sapiens,Pta-2309,2050,50,LSA,,burial,shell midden,-11.8,sealy1988ssc,
Gorob River Mouth,GRB,-23.667,15.283,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,bone,Homo sapiens,Pta-1344,750,80,,,,open site,-14,vogel1981prd,
Gorob River Mouth,GRB,-23.667,15.283,Namibia,Erongo Region,W,Desert Biome,surface,conventional 14C,charcoal,,Pta-1988,1210,50,LSA,Ceramic LSA,,open site,,vogel1981prd,
Gorob River Mouth,GRB,-23.667,15.283,Namibia,Erongo Region,W,Desert Biome,,conventional 14C,wood,,Pta-2066,110,50,,,,open site,,vogel1981prd,
Goubees 1,GOU1,-30.033,18.613,South Africa,Northern Cape,Y,Nama-Karoo Biome,Surface collection,conventional 14C,eggshell,Struthio camelus,Pta-4274,430,40,LSA,Ceramic LSA,,,,beaumont1995bea,Swartkop?
Goubees 4,GOU4,-30.033,18.613,South Africa,Northern Cape,Y,Nama-Karoo Biome,Surface collection,conventional 14C,eggshell,Struthio camelus,Pta-4320,670,50,LSA,Ceramic LSA,,,,beaumont1995bea,Swartkop?
Goubees 5,GOU5,-30.033,18.613,South Africa,Northern Cape,Y,Nama-Karoo Biome,Surface collection,conventional 14C,eggshell,Struthio camelus,Pta-4276,480,50,LSA,Ceramic LSA,,,,beaumont1995bea,Swartkop?
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,1,AMS,charcoal,,UCI-209041,6015,15,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,1,AMS,charcoal,,UCI-209042,6040,15,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,5,AMS,charcoal,,UCI-209043,6085,15,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,8,AMS,charcoal,,UCI-209044,6100,15,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,15,AMS,charcoal,,UCI-209045,6355,25,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,30,AMS,charcoal,,UCI-209046,24170,190,MSA,Final MSA,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,31,AMS,charcoal,,UCI-209047,32120,240,MSA,Final MSA,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,49,AMS,charcoal,,UCI-209048,32710,260,MSA,Final MSA,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,37,AMS,charcoal,,UCI-209049,33830,300,MSA,Final MSA,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,39,AMS,charcoal,,UCI-209050,34720,330,MSA,Final MSA,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,16,AMS,charcoal,,Beta-532051,6470,30,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,18,AMS,charcoal,,Beta-532052,6360,30,LSA,Wilton,,rock shelter,,ames2020csf,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,33,AMS,charcoal,,CAMS-169741,35000,2200,MSA,Final MSA,,rock shelter,,collins2017rho,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,22,AMS,charcoal,,CAMS-170783,10125,50,LSA,Oakhurst,,rock shelter,,collins2017rho,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,10,AMS,charcoal,,CAMS-170784,6200,35,LSA,Wilton,,rock shelter,,collins2017rho,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,BR,conventional 14C,,,Pta-2713,6280,70,LSA,,,rock shelter,,opperman1987lsd,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,KGS,conventional 14C,charcoal,,Pta-2714,36380,870,MSA,,,rock shelter,,opperman1988ems,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,,conventional 14C,,,Pta-2719,6890,80,LSA,,,rock shelter,,opperman1987lsd,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,AS,conventional 14C,,,Pta-2949,6850,100,LSA,,,rock shelter,,opperman1987lsd,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,AS,conventional 14C,,,Pta-2952,6300,60,LSA,,,rock shelter,,opperman1987lsd,
Grassridge,GRA,-31.567,26.850,South Africa,Eastern Cape,S,Grassland Biome,VB,conventional 14C,,,Pta-2970,6090,80,LSA,,,rock shelter,,opperman1987lsd,
Great Elephant Shelter,GRE,-21.833,15.667,Namibia,Erongo Region,W,Desert Biome,"5cm, Sq. L4",conventional 14C,charcoal,,Pta-1556,2600,50,LSA,,,rock shelter,,vogel1981prd,
Great Elephant Shelter,GRE,-21.833,15.667,Namibia,Erongo Region,W,Desert Biome,"35cm, Sq. L4",conventional 14C,charcoal,,Pta-1557,3130,40,LSA,,,rock shelter,,vogel1981prd,
Great Elephant Shelter,GRE,-21.833,15.667,Namibia,Erongo Region,W,Desert Biome,"31cm, Sq. K5",conventional 14C,charcoal,,Pta-1558,1080,50,LSA,,,rock shelter,,vogel1981prd,
Great Elephant Shelter,GRE,-21.833,15.667,Namibia,Erongo Region,W,Desert Biome,surface,conventional 14C,,,UCLA-724A,2550,80,LSA,,,rock shelter,,vogel1981prd,
Great Elephant Shelter,GRE,-21.833,15.667,Namibia,Erongo Region,W,Desert Biome,surface,conventional 14C,,,UCLA-724B,1400,80,LSA,,,rock shelter,,vogel1981prd,
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,W. Encl. Test V,conventional 14C,charcoal,,M-913,1630,75,Iron Age,,,settlement,,huffman1991cgz,Mzonjani facies; Bambata B
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,"W. Encl. Test 1, Layer 13",conventional 14C,charcoal,,M-914,875,75,Iron Age,,,settlement,,robinson1961ecd,
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,"W. Encl. Test 1, Layer 5",conventional 14C,charcoal,,M-915,510,75,Iron Age,,,settlement,,robinson1961ecd,
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,W. Encl. Test VI,conventional 14C,charcoal,,Pta-1192,640,40,Iron Age,,,settlement,,huffman1991cgz,
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,Camps Ruin,conventional 14C,charcoal,,Pta-1208,600,50,Iron Age,,,settlement,,huffman1991cgz,
Great Zimbabwe,GRZ,-20.271,30.933,Zimbabwe,Masvingo Province,S,Savanna Biome,Great Encl.,conventional 14C,wood,Spirostachys africana,Pta-1594,640,40,Iron Age,,,settlement,,huffman1991cgz,
